ลำดับ,รายการ,หมายเลขครุภัณฑ์,หมายเลขสินทรัพย์ตามระบบ GFMIS,วันที่ได้มา,จำนวน,สภาพครุภัณฑ์,หมายเหตุ,ประเภท,สถาน
423,จอคอมพิวเตอร์ ยี่ห้อ Mission,6675-027-1518.2,-,18-ธ.ค.-50,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
424,จอคอมพิวเตอร์ ยี่ห้อ Mpp,7440-013-4497.1/2551,-,,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
425,จอคอมพิวเตอร์ Acer,7440-013-6806.1/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
426,จอคอมพิวเตอร์ Acer,7440-013-6818.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะปาริชาติ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
427,จอคอมพิวเตอร์ Acer ,7440-013-6804.1/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
428,จอคอมพิวเตอร์ Acer  รุ่น  V193HOL,7440-013-6799.1/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
429,จอคอมพิวเตอร์ Acer  รุ่น  V193HOL,7440-020-0001.62.1,-,05-พ.ย.-53,1,ใช้ได้,ให้หน้าห้องท่านณรงค์ ๒๒ มิ.ย.๖๖,จอคอมพิวเตอร์,-
430,จอคอมพิวเตอร์ Acer  รุ่น  V193HOL,7440-020-0004.32.1,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๓ ว่าง,จอคอมพิวเตอร์,ห้องปฏิบัติการ 3
431,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6797.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๓ ว่าง,จอคอมพิวเตอร์,ห้องปฏิบัติการ 3
432,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6800.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะใหม่),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
433,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6801.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะปูน),จอคอมพิวเตอร์,ห้องปฏิบัติการ 3
434,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6802.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะมายด์),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
435,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6803.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะนิว),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
436,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6807.1/2554,-,05-พ.ย.-53,1,ใช้ได้,กทผ. 5.4 (โต๊ะประนอม),จอคอมพิวเตอร์,-
437,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6808.1/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
438,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6809.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะว่าง),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
439,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6810.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะก้อย),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
440,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6811.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะสาว),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
441,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6812.1/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
442,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6813.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะสุวรรณ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
443,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6814.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๓ ว่าง,จอคอมพิวเตอร์,ห้องปฏิบัติการ 3
444,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6815.1/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
445,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6816.1/2554,-,05-พ.ย.-53,1,ใช้ได้,โต๊ะแท็บ,จอคอมพิวเตอร์,-
446,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6817.1/2554,-,05-พ.ย.-53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะแน็ต),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
447,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.10.1,-,15-ส.ค.-57,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
448,อุปกรณ์กระจายสัญญาณ ยี่ห้อ Linksys รุ่น SR224,-,-,28-ส.ค.-65,1,ใช้ได้,หมายเลขเครื่อง REO 0051000700,จอคอมพิวเตอร์,-
449,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.11.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะฝ้าย),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
450,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.8.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพี่เป้),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
451,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.9.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะก้อย),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
452,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.7.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะบิ๊ก),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
453,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.6.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะชมพู่),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
454,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.16.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพี่เป้),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
455,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-020-0002.17.1,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะฟลุ้ค),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
456,จอคอมพิวเตอร์ Acer  รุ่น  V193W  ,7440-013-6817.1/2557,-,-,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะธุรการ 5.2),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
457,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-013-6805.1/2554,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะใหม่),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
458,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0002.14.1,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะณัฐวุฒิ สุวานิช),จอคอมพิวเตอร์,ห้องปฏิบัติการ 3
459,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0001.11.1,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะแบต),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
460,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0001.12.1,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะลูกคลื่น),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
461,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0001.16.1,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพิมพ์ชนก),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
462,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0001.40.1,-,05-ก.พ.-59,1,ใช้ได้,โต๊ะสุริยา,จอคอมพิวเตอร์,-
463,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0001.41.1,-,05-ก.พ.-59,1,ใช้ได้,โต๊ะเอี้ยง,จอคอมพิวเตอร์,-
464,จอคอมพิวเตอร์ Acer รุ่น Veriton M275,7440-020-0001.42.1,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะพิทวัส),จอคอมพิวเตอร์,ห้องปฏิบัติการ 3
465,จอคอมพิวเตอร์ ATEC รุ่น PREMIER,7440-013-2990/2549,-,22-มี.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
466,จอคอมพิวเตอร์ ATEC รุ่น PREMIER,7440-013-2991/2549,-,22-มี.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
467,จอคอมพิวเตอร์ Dell,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอฟ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
468,จอคอมพิวเตอร์ Dell,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอ๊ว),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
469,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.167,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะว่าง),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
470,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.424,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะนิว),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
471,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.49,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะแอร์),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
472,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.51,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะสิรินาถ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
473,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.47,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะฝ้าย),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
474,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.420,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะเลิฟ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
475,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.48,-,23-เม.ย.-56,1,ใช้ได้,โต๊ะสุริยา,จอคอมพิวเตอร์,-
476,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.419,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอน),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
477,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.166,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะเลิฟ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
478,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.425,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะสุวรรณ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
479,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.418,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะว่าง),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
480,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.41,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพิมพ์ชนก),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
481,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.421,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะว่าง),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
482,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.165,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะว่าง),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
483,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.422,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอฟ),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
484,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.423,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอนน้อย),จอคอมพิวเตอร์,ห้องปฏิบัติการ 1
485,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.36,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะหนุ่ย),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
486,จอคอมพิวเตอร์ Dell รุ่น E1911,7440-020-0007.417,-,23-เม.ย.-56,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
487,จอคอมพิวเตอร์ Dell รุ่น OPTIPLEX 390,7440-020-0007.50,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะตึก),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
488,จอคอมพิวเตอร์ IBM ,7440-017-0183.3/2549,-,29-พ.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
489,จอคอมพิวเตอร์ IBM ,7440-017-0183.1/2549,-,29-พ.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
490,จอคอมพิวเตอร์ IBM ,7440-115-0019.1/2551,-,10-เม.ย.-51,1,ใช้ได้,หน้าห้องหัวหน้า กทผ. 5.2 ,จอคอมพิวเตอร์,-
491,จอคอมพิวเตอร์ Lenovo,7440-006-6742,-,-,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะจอม),จอคอมพิวเตอร์,ห้องปฏิบัติการ 2
492,จอคอมพิวเตอร์ Lenovo,7440-006-6471,-,-,1,ใช้ได้,โต๊ะธรรมรัตน์,จอคอมพิวเตอร์,-
493,จอคอมพิวเตอร์ Mission,7440-013-3059,-,21-ก.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
494,จอคอมพิวเตอร์ Mission,7440-013-3096,-,21-ก.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
495,จอคอมพิวเตอร์ Mission,7440-013-3098,-,21-ก.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
496,ตู้เหล็ก 4 ชั้น (บานเลื่อนกระจก)  ,          7110-013-8-009 2536 3254 TH,-,15-พ.ย.-36,1,ใช้ได้,ห้องประชุม,ตู้,ห้องประชุม
497,ตู้เหล็ก 5 ลิ้นชัก  ,ไม่มีหมายเลข,-,-,1,ใช้ได้,หน้าห้องประชุม,ตู้,-
498,ตู้เหล็กเก็บแบบฟอร์ม 7 ลิ้นชัก  ,7110-002-9-008,-,26-ต.ค.-36,1,ใช้ได้,(ริมหน้าต่าง),ตู้,-
499,ตู้เหล็กเก็บแฟ้มสันกว้างแบบ 2 ชั้น,7110-013-8-1538,-,31-ส.ค.-52,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์(ระหว่างตู้เหล็ก),ตู้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
500,ตู้เหล็กเก็บแฟ้มสันกว้างแบบ 2 ชั้น,7110-013-8-1539,-,31-ส.ค.-52,1,ใช้ได้,ห้องปฏิบัติการ 1 (ธุรการ 5.2),ตู้,ห้องปฏิบัติการ 1
501,ตู้เหล็กเก็บแฟ้มสันกว้างแบบ 2 ชั้น,7110-013-8-1540,-,31-ส.ค.-52,1,ใช้ได้,ห้องปฏิบัติการ 1 (ธุรการ 5.2),ตู้,ห้องปฏิบัติการ 1
502,ตู้เหล็กเก็บแฟ้มสันกว้างแบบ 2 ชั้น,7110-013-8-1541,-,31-ส.ค.-52,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์(ระหว่างตู้เหล็ก),ตู้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
503,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-010 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ติดผนัง),ตู้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
504,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-011 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ติดผนัง),ตู้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
505,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-012 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องปฏิบัติการ 1 (ธุรการ 5.2),ตู้,ห้องปฏิบัติการ 1
506,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-013 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ติดผนัง),ตู้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
507,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-015 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องปฏิบัติการ 1 (ธุรการ 5.2),ตู้,ห้องปฏิบัติการ 1
508,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-016 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ติดผนัง),ตู้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
509,ตู้เหล็กเก็บเอกสารบานเลื่อนกระจกสีเทา  ,7110-013-8-017 2536 3254TH,-,15 พ. ค. 36,1,ใช้ได้,ห้องประชุม,ตู้,ห้องประชุม
510,ตู้เหล็กขนาด 12 ช่อง (Locker),7125-002-0002 2536 3254TH,-,2536,1,ใช้ได้,หน้าห้องปฏิบัติการ 1 (ติดประตู),ตู้,-
511,ตู้เหล็กขนาด 12 ช่อง (Locker),7125-002-0003 2536 3254TH,-,2536,1,ใช้ได้,หน้าห้องปฏิบัติการ 1 (ติดประตู),ตู้,-
512,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.428,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (ว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
513,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.445,-,23-เม.ย.-56,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
514,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.431,-,23-เม.ย.-56,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,สำรองไฟ (UPS),ห้องเก็บของ
515,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.441,-,23-เม.ย.-56,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
516,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.438,-,23-เม.ย.-56,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
517,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.434,-,23-เม.ย.-56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
518,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.440,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ  (ลูกคลื่น),สำรองไฟ (UPS),-
519,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.439,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะอธินี),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
520,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.444,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะฟลุ้ค),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
521,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.430,-,23-เม.ย.-56,1,ใช้ได้,โต๊ะว่าง,สำรองไฟ (UPS),-
522,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.429,-,23-เม.ย.-56,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,สำรองไฟ (UPS),ห้องเก็บของ
523,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.433,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะใหม่),สำรองไฟ (UPS),ห้องปฏิบัติการ 1
524,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.426,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ  (โต๊ะว่าง),สำรองไฟ (UPS),-
525,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.427,-,23-เม.ย.-56,1,ใช้ได้,โต๊ะเจนพิธีกร,สำรองไฟ (UPS),-
526,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.443,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพิมพ์ชนก),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
527,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.435,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะก้อย),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
528,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.437,-,23-เม.ย.-56,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
529,สำรองไฟ (UPS)  ยี่ห้อ Belite รุ่น IC-800I,7440-020-0007.436,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
530,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0004.23.2,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,สำรองไฟ (UPS),ห้องเก็บของ
531,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0004-21.2,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะณัฐวุฒิ สุวานิช),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
532,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0004.27.2,-,23-เม.ย.-56,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
533,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.8.2,-,15-ส.ค.-57,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
534,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.15.2,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะปราย),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
535,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.14.2,-,15-ส.ค.-57,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
